date,company,price_change_1d,price_change_5d,volatility_post,abnormal_return,volume_spike,label
2022-01-01 00:00:00,TCS,-2.146445144111008,5.896482073688544,1.019009410176115,2.3573179168206293,1.3054922191223481,0
2022-01-01 01:00:00,HDFC,1.5121718699594846,-2.637061403673112,2.1933677715991005,-5.705359040670886,0.9797376112480304,0
2022-01-01 02:00:00,Infosys,-1.2061899870785395,-4.000200377058265,3.1897739811562915,-3.617939266137715,5.014954165677928,1
2022-01-01 03:00:00,SBI,-3.00629658338645,5.684568678451703,3.427628321422099,-2.047104049764286,2.464075261787224,1
2022-01-01 04:00:00,Reliance,-2.726400515201738,-2.978902328690748,0.24780029649305813,-8.60777076852748,3.12439206837354,0
2022-01-01 05:00:00,SBI,-1.878452515537918,0.32210300386295165,2.5657191889220554,2.005976312639551,1.1761720187637232,0
2022-01-01 06:00:00,TCS,-2.2456531343022004,6.159656760627343,2.681987150844987,-1.6118660238848284,0.5674653481532962,0
2022-01-01 07:00:00,TCS,-0.004576950987072142,11.297562425985685,1.406049314581244,-0.2412400789085235,4.341980081517683,0
2022-01-01 08:00:00,Adani,2.212164720321086,-1.6658172117659378,1.5234932466657876,-4.1026503232174285,0.11605964601699159,0
2022-01-01 09:00:00,SBI,-2.961575408105438,-10.590798265393273,2.407768090722931,-0.770706067285556,0.14650852231062278,0
2022-01-01 10:00:00,ONGC,4.185651231355213,-3.3950222269151027,1.876239785321176,1.1598189050032248,0.45944206388334696,1
2022-01-01 11:00:00,Tata Motors,-1.7477136786300471,-4.960715682905202,2.91223218269578,1.0770841837562264,0.7881977482896132,1
2022-01-01 12:00:00,SBI,-1.9516909797020523,-2.125684791133314,2.263375389570473,-3.766096599647283,0.16426142242598343,0
2022-01-01 13:00:00,TCS,-2.1639863403941537,10.915235240107513,2.631701146259075,-0.6189567016491483,0.8377565879681192,0
2022-01-01 14:00:00,Adani,-0.4057201364186605,-4.1516466954707045,2.3054825495551534,9.079239473528652,1.9368478377194835,0
2022-01-01 15:00:00,Adani,-2.4433994906234795,-9.232947397477165,2.065178231476854,-0.5324985861512431,0.1823103328436941,0
2022-01-01 16:00:00,Tata Motors,1.950884915178378,-1.8989678624469706,0.8306652014689158,-2.9411310545400555,2.020950332983455,1
2022-01-01 17:00:00,Infosys,0.7636614282143882,-1.0254210487551465,4.080454551769403,1.6436244574524561,0.6918228026386584,0
2022-01-01 18:00:00,HDFC,-2.510801863317637,4.984099154000615,1.2886183595230278,-2.2975807188593502,0.16966265222966118,1
2022-01-01 19:00:00,ICICI,2.793934878987769,3.037469205141336,3.161360118996989,2.659378934674098,1.2018257570537556,1
2022-01-01 20:00:00,Wipro,1.7636139318113309,2.0443587768993114,2.407622615621311,0.13558121257751865,2.013912708378187,0
2022-01-01 21:00:00,Infosys,3.5586099375424296,4.036573221128796,1.3111087694516808,-0.27275925582309324,0.43405325245786,0
2022-01-01 22:00:00,ICICI,-1.919359899347536,-11.492233977668945,2.7728567733356937,1.7881863358022847,2.012890124568849,0
2022-01-01 23:00:00,ICICI,0.6160900924192286,1.3332537559097077,3.0904649245485767,-4.279666925177191,0.16630411059442696,0
2022-01-02 00:00:00,Tata Motors,-1.5078848994287615,-6.499941957825426,2.9806568448660746,-5.04137279087942,0.5281376612766231,0
2022-01-02 01:00:00,Reliance,-2.631438144633709,-6.723845228624158,3.811140863303402,0.11327224041444109,1.2787770362438506,0
2022-01-02 02:00:00,ICICI,-0.2829079373493509,3.9567277173450908,2.731328240803124,0.4303769372234422,2.640043837776175,1
2022-01-02 03:00:00,Wipro,1.0818172524285674,-2.8771486988275874,3.6746363261329935,-3.5860100130902977,1.6006331888299132,0
2022-01-02 04:00:00,Infosys,-0.0859621774648498,4.26678381792853,1.5160631336025396,2.925815968530114,1.1650969856498128,1
2022-01-02 05:00:00,Adani,2.6933354435282473,-6.578985088411847,2.927211826149908,-5.042074414924522,2.459426181779211,1
2022-01-02 06:00:00,Tata Motors,-0.7918974715725212,4.05821400620839,1.1123330745655216,-4.069305885966254,0.21365039960691873,1
2022-01-02 07:00:00,Reliance,-1.6457785917518173,-1.339776007315997,1.5737843812151624,-0.43876064610657045,2.5680711678761776,1
2022-01-02 08:00:00,Tata Motors,4.2007972310805135,-3.411800047761794,1.054162781384258,-1.920520528071063,4.840570756559453,1
2022-01-02 09:00:00,Wipro,2.296696450926385,5.589649212994212,1.0168977466692362,0.8353485306560571,1.114979975787787,0
2022-01-02 10:00:00,Adani,1.3172518240537763,-7.4670307175421415,0.08026063611185918,-2.75989988418087,1.845066414078433,0
2022-01-02 11:00:00,Wipro,2.0704205236850615,5.263204172412167,1.228537092764832,-0.10125191646405084,2.7645691285400247,0
2022-01-02 12:00:00,Adani,-0.9582378865699024,-5.13347916931712,2.7469101994495806,-2.4130064613879956,0.0750316150152141,1
2022-01-02 13:00:00,SBI,3.4520832656531772,-2.6556164631509187,1.4307621932473316,2.614531085813626,1.3916076538003603,0
2022-01-02 14:00:00,Adani,-2.2477504313541283,12.712185543255888,2.6062370821306886,3.0761151576263552,3.504579167696201,1
2022-01-02 15:00:00,Wipro,1.956835625750921,1.9737010438831493,0.9517190355738696,2.677149850174792,1.2975965805250298,1
2022-01-02 16:00:00,Reliance,-1.5085726429884028,-4.426692841631929,0.5256367166515097,1.8199617994526158,1.6401271917751536,0
2022-01-02 17:00:00,Infosys,-1.6648028973462403,7.814824376489523,2.143284195732296,-1.9819895637074993,4.65018024395791,1
2022-01-02 18:00:00,Tata Motors,-0.12115935929234849,-5.6279186920185325,1.5558627623403731,-0.08739986107957731,3.4487071252494004,0
2022-01-02 19:00:00,Tata Motors,1.8279714707525594,4.846908246256654,1.0723018170967764,-0.46028495264022856,1.2526402816364146,0
2022-01-02 20:00:00,Reliance,0.39769404325403523,-2.738742666115262,2.577072007454852,-2.0157180739424074,1.068488898830346,1
2022-01-02 21:00:00,Wipro,-3.5351715418669167,5.101128864372541,2.5415480086627706,1.8613551286110992,2.3244183016943456,1
2022-01-02 22:00:00,ONGC,0.6485350003107038,5.409877347866563,1.7170976521773689,0.9492048185826665,3.1191007691670256,1
2022-01-02 23:00:00,ICICI,0.028040236757534615,-2.1757734048564683,1.791791731146611,1.6833557748920127,1.6375944903845896,0
